Grid ID,Latitude,Longitude,Ti,DVI,RRi,Pt
86ac81717ffffff,-18.77222386,14.70363989,0.17921351480970002,0.13024625337187673,0.08127899193405343,0.8697537466281233
86ac83d07ffffff,-18.52180103,15.78365178,0.24345696676922438,0.16426557421059304,0.08507418165196173,0.8357344257894069
86ac8140fffffff,-18.82104726,14.92728273,0.24186897528281961,0.14916752043539783,0.05646606558797606,0.8508324795646022
86ac86687ffffff,-18.81181396,17.03272049,0.017170593277440343,0.009734258268242268,0.00229792325904419,0.9902657417317577
86ac818c7ffffff,-19.36341531,14.58766281,0.14593613196918154,0.1051391166155057,0.06434210126182986,0.8948608833844943
86ac82a67ffffff,-18.60372082,15.95683113,0.18853770069343087,0.12840188385588316,0.06826606701833549,0.8715981161441169
86ac8056fffffff,-19.15808337,16.00589835,0.2340145250472739,0.12309685986884726,0.012179194690420614,0.8769031401311528
86ac8178fffffff,-18.64951927,14.69353641,0.08978422460688927,0.06558587411993128,0.04138752363297329,0.9344141258800687
86ac8026fffffff,-19.05391514,15.167026,0.29368306538115596,0.17479055296706317,0.055898040552970346,0.8252094470329369
86ac80c87ffffff,-19.29474487,16.29613723,0.2589975756417955,0.1948740123362317,0.1307504490306679,0.8051259876637683
86ac82c0fffffff,-18.48324481,16.83480591,0.03919081984676947,0.028307718564958496,0.017424617283147523,0.9716922814350415
86ac82d4fffffff,-18.61444236,16.73544663,0.08678533877089632,0.06007223077312005,0.03335912277534377,0.9399277692268799
86ac81ab7ffffff,-19.21917388,14.41130071,0.09708303767691803,0.05752801565767304,0.01797299363842805,0.9424719843423269
86ac80517ffffff,-19.10995385,16.2794748,0.19422447993936612,0.13494630222646659,0.07566812451356703,0.8650536977735335
86ac814b7ffffff,-18.7468149,15.14104184,0.32102401542959574,0.2130215120221499,0.10501900861470409,0.7869784879778501
86ac8631fffffff,-19.27353033,16.62869262,0.10362374968876459,0.06244390269522323,0.021264055701681855,0.9375560973047767
